desc,address,city,province,postal_code
601879045,Certs Test 4,10605 126 AVE,GRAND-PRAIRIE,ALHERTA,8V2L8
601879055,Certs Test 4,218 GOLDHAWK TRAIL,TORONTO,ONTARIIO,1V1X5
601879065,Certs Test 4,307 DUNCANS COVE RD,PORTUGESE COVE,NBBOVA SCOTIA,3V1K4
601879075,Certs Test 4,134 EASTWOOD ST,LONGS CREEK,NEW BRUNSWTICK,3B6P5
601879085,Certs Test 4,12 CLEARLAKE AVE,TORONTO,ONTPARIO,1C4L7
601879095,Certs Test 4,22176 124 AVE,HANEY,BRITISH COLYUMBIAK,2X4J3
601880005,Certs Test 4,117 RUE SAINT-JEAN-BAPTISTE,RIVIERE-DU-GOUFFRE,QC,3Z1M9
601880015,Certs Test 4,698 SCOTTSDALE DR,ERAMOSA,ON,1G4M5
601880025,Certs Test 4,5 WISTERIA CRT,FREEPORT,ON,2E3T4
601880035,Certs Test 4,844 CARRIE ST,EAST SOOKE,BC,9A5R4
601880045,Certs Test 4,7 RUE WILLIAM-DAVIS,EAST TEMPLETON,QC,9J2Z5
601880055,Certs Test 4,103 FARNHAM AVE,PARKDALE,ON,4V1H6
601880065,Certs Test 4,44 RUTLEDGE CRES,EMILY HARBOUR,NL,1A3J6
601880075,Certs Test 4,517 RUE DES ECARTS,POINTE-AU-PERE,QC,5L7W6
601880085,Certs Test 4,5727 9E AV,NOTRE-DAME-DE-GRACE,QC,1Y2K1
601880095,Certs Test 4,909 DUDLEY AVE,ST JAMES,MB,3M1R2
601881005,Certs Test 4,PO BOX 2397 STN M,CALGLARY,,2P3C1
601881015,Certs Test 4,PO BOX 1856 STN C,KITCBENER,,2G4R3
601881025,Certs Test 4,PO BOX 762 STN FORT LANGLEY,LWNGLEY,,1M2S2
601881035,Certs Test 4,PO BOX 19 STN CALEDON EAST,CALDDON EAST,,7C3L8
601881045,Certs Test 4,CP 92074 CSP PORTOBELLO,GROSSARD,,4W3K8
601881055,Certs Test 4,PO BOX 9295 STN PROV GOVT,VICTORIZA,,8W9J8
601881065,Certs Test 4,PO BOX 1188 STN A,PRZINCE GEORGEL,,2L4V2
601881075,Certs Test 4,PO BOX 180 STN A,PRSINCE GZEORGE,,2L4S1
601881085,Certs Test 4,PO BOX 75075 RPO FIRST PLACE,HAMILTPN,,8N4G6
601881095,Certs Test 4,CP 8581 SUCC BUREAU-CHEF,SAINT-HYZACINTHE,,2S7C3
601882005,Certs Test 4,3540 BOUL SAINTE-ROSE,LAVAML,,7P4K6
601882015,Certs Test 4,63 PILLAR ROCK CRES,MQRKHAM,,6C3H4
601882025,Certs Test 4,17 JESSOP DR,BDAMPTON,,7A3M7
601882035,Certs Test 4,3804 51 AVE,COLD TLAKE,,9M2B2
601882045,Certs Test 4,3 PRITCHARD CLOSE,SYLVQAN LAKE,,4S1W3
601882055,Certs Test 4,782 RUE CRAIG,SAIMT-MICOLAS,,7A2N2
601882065,Certs Test 4,201 SCHUBERT HILL NW,CALGADY,,3L1X4
601882075,Certs Test 4,58 HILLVIEW DR,NRWMARKET,,3Y4H9
601882085,Certs Test 4,42 RUE CHAMPIGNY,SHERBROOKW,,1M0A4
601882095,Certs Test 4,10 RUE SAINT-JOSEPH,SALABERRY-DE-VEALLEYFIELD,,6T1J9
601883005,Certs Test 4,19 124E AVENUE,,QC,8A2G8
600295859,Certs Test 4,6256 CH DU LAC-CLAIR NORD RR 2,RAWDON,QC,0K1S0
600295869,Certs Test 4,29 STONEGLEN WAY RR 3,MOUNT HOPE,ON,0R1W0
600295879,Certs Test 4,752 BALSER DR RR 1,KINGSTON,NS,0P1R0
600295889,Certs Test 4,1048 RUE LOISEAU RR 15,POINTE-CALUMET,QC,0N1G5
600295899,Certs Test 4,387 132 RTE GD,SAINT-SIMON-DE-RIMOUSKI,QC,0L4C0
600295909,Certs Test 4,1 HORNER CRT RR 1,ZEPHYR,ON,0E1T0
600295919,Certs Test 4,764 CH DES SABLES RR 2,ASCOT CORNER,QC,0B1A0
600295929,Certs Test 4,105 RUE JACQUES RR 1,SAINT-JEAN-DE-MATHA,QC,0K2S0
600295939,Certs Test 4,7 VALLEY RD GD,LEVACK,ON,0M2C0
600295949,Certs Test 4,3 MOONEY ST GD,CAPREOL,ON,0M1H0
600295959,Certs Test 4,35 RUE DE L'ANSE-AUX-FOINS RR 2,SAINT-FULGENCE,QC,0V1S0
600295969,Certs Test 4,1014 CH DE LA POINTE-DU-LAC RR 1,BOILEAU,QC,0V1N0
600295979,Certs Test 4,39 PARNHAM CRES GD,WILLOW BEACH,ON,0E1S0
600295989,Certs Test 4,4007 HIGHWAY 6 RR 2,PUSLINCH,ON,0B2J0
600296004,Certs Test 4,PO BOX 2236 STN CENTRAL,CHARLOTTETOWN,PE,1A8B9
600296014,Certs Test 4,PO BOX 6030 STN MAIN,WILLIAMS LAKE,BC,2G3W2
600296024,Certs Test 4,PO BOX 1257 STN T,TORONTO,ON,6B4A4
600296034,Certs Test 4,PO BOX 9813 STN T CSC,OTTAWA,ON,1G5L9
600296044,Certs Test 4,PO BOX 429 STN MAIN,PERTH,ON,7H3G1
600296054,Certs Test 4,PO BOX 1881 STN MAIN,PETERBOROUGH,ON,9J7X7
600296064,Certs Test 4,PO BOX 9534 STN MAIN,SAINT JOHN,NB,2L4N6
600296074,Certs Test 4,PO BOX 5181 STN B,LONDON,ON,6A4L6
600296084,Certs Test 4,CP 182 SUCC BUREAU-CHEF,SAINT-JEAN-CHRYSOSTOME,QC,6Z2L4
600296094,Certs Test 4,PO BOX 335 STN MAIN,RED BANK,NB,9E2P3
600296104,Certs Test 4,PO BOX 2382 STN A,ABBOTSFORD,BC,2T4X3
600296114,Certs Test 4,PO BOX 20029 RPO PINE CENTRE,THOROLD,ON,2V5B3
600296124,Certs Test 4,PO BOX 7011 STN ADELAIDE,TORONTO,ON,5C2K7
600296134,Certs Test 4,PO BOX 90624 STN T CSC,OTTAWA,ON,1G3N6
600296144,Certs Test 4,CP 49 SUCC BUREAU-CHEF,PORT-CARTIER,QC,5B2G7
600296154,Certs Test 4,PO BOX 108 STN CENTRAL,HALIFAX,NS,3J2L4
600296164,Certs Test 4,CP 1138 SUCC H,MONTREAL,QC,3G2N1
600296174,Certs Test 4,PO BOX 908 STN MAIN,MORDEN,MB,6M1A8
600296184,Certs Test 4,CP 5062 SUCC BUREAU-CHEF,SAINT-HYACINTHE,QC,2S7C3
600296194,Certs Test 4,PO BOX 13160 STN MAIN,SAINT JOHN,NB,2L5W1
600296204,Certs Test 4,PO BOX 2542 RPO SCOUDOUC,SCOUDOUC,NB,4P2Z9
600296214,Certs Test 4,PO BOX 37013 RPO STANLEY PARK,KITCHENER,ON,2A4A7
600296224,Certs Test 4,PO BOX 3440 STN D,OTTAWA,ON,1P6L4
600296234,Certs Test 4,PO BOX 20919 RPO PANDA CENTRE,YELLOWKNIFE,NT,1A3X8
600296244,Certs Test 4,PO BOX 32048 RPO MILLIKEN,SCARBOROUGH,ON,1V0E1
600296254,Certs Test 4,PO BOX 20113 RPO NORTOWN,CHATHAM,ON,7L5K6
600296264,Certs Test 4,PO BOX 32092 RPO PRESTON,CAMBRIDGE,ON,3H5M2
600296274,Certs Test 4,PO BOX 9003 RPO SOUTHPORT,DEVON,AB,9G0A7
600296284,Certs Test 4,PO BOX 929 STN MAIN,CHATHAM,ON,7M5L3
600296294,Certs Test 4,PO BOX 13001 RPO KANATA,KANATA,ON,2K1X3
600296304,Certs Test 4,CP 687 SUCC H,MONTREAL,QC,3G2M6
600296314,Certs Test 4,PO BOX 54207 RPO LONSDALE WEST,NORTH VANCOUVER,BC,7M3L5
600296324,Certs Test 4,PO BOX 38118 RPO RIDEAUVIEW,OTTAWA,ON,2C3Y7
600296334,Certs Test 4,PO BOX 15018 STN BRM B,TORONTO,ON,7Y2X8
600296344,Certs Test 4,CP 1721 SUCC ST-MARTIN,LAVAL,QC,7V3P9
600296354,Certs Test 4,PO BOX 870 STN MAIN,NORTH BAY,ON,1B8K1
600296364,Certs Test 4,PO BOX 48075 RPO MILL COVE,BEDFORD,NS,4A3Z2
600296374,Certs Test 4,PO BOX 1049 STN MAIN,SALISBURY,NB,4J3E2
600296384,Certs Test 4,PO BOX 14000 STN MAIN,EDMONTON,AB,5J2P4
600296394,Certs Test 4,PO BOX 3833 STN MAIN,VERMILION,AB,9X2B8
600296404,Certs Test 4,PO BOX 3589 STN MAIN,CASTLEGAR,BC,1N3W3
600296414,Certs Test 4,PO BOX 2141 STN DON MILLS,NORTH YORK,ON,3C2T9
600296424,Certs Test 4,PO BOX 21470 RPO CO-OP PLAZA,GRANDE PRAIRIE,AB,8V6W7
600296434,Certs Test 4,PO BOX 29175 RPO OKANAGAN MISS.,KELOWNA,BC,1W4A7
600296444,Certs Test 4,CP 1647 SUCC SAINT-LAURENT,SAINT-LAURENT,QC,4L4Z2
600296454,Certs Test 4,PO BOX 538 STN MAIN,BRADFORD,ON,3Z2B1
600296464,Certs Test 4,PO BOX 66 STN CHATHAM,MIRAMICHI,NB,1N3A5
600296474,Certs Test 4,PO BOX 6 STN U,ETOBICOKE,ON,8Z5M4
600296484,Certs Test 4,PO BOX 1999 STN MAIN,SAINT JOHN,NB,2L4X5
600296494,Certs Test 4,PO BOX 3946 STN MAIN,MARKHAM,ON,3P4C7
600296504,Certs Test 4,PO BOX 60014 RPO PROFESS CENTRE,HALIFAX,NS,3H4R7
600296514,Certs Test 4,CP 781 SUCC PLACE-D'ARMES,MONTREAL,QC,2Y3J2
600296524,Certs Test 4,PO BOX 561 STN CSC,BELLEVILLE,ON,8N5B2
600296534,Certs Test 4,PO BOX 21105 RPO HOLIDAY,CAMBRIDGE,ON,3C4B1
600296544,Certs Test 4,PO BOX 86 STN MAIN,PERTH,ON,7H3E2
600296554,Certs Test 4,PO BOX 980 RPO 1,ELLIOT LAKE,ON,5A0A1
600296564,Certs Test 4,PO BOX 94497 STN MAIN,RICHMOND,BC,6X8V6
600296574,Certs Test 4,PO BOX 5226 STN MAIN,KENORA,ON,9N3X9
600296584,Certs Test 4,PO BOX 85151 RPO BRANT PLAZA,BURLINGTON,ON,7R4K4
600296594,Certs Test 4,CP 140 SUCC HAUTE-VILLE,QUEBEC,QC,1R4P3
600296604,Certs Test 4,CP 401 SUCC R,MONTREAL,QC,2S3M2
600296614,Certs Test 4,PO BOX 204 STN AGINCOURT,SCARBOROUGH,ON,1S3B6
600296624,Certs Test 4,CP 361 SUCC BUREAU-CHEF,LACHUTE,QC,8H3X9
600296634,Certs Test 4,PO BOX 3547 STN MAIN,LIVELY,ON,3Y1M6
600296644,Certs Test 4,PO BOX 3003 STN MAIN,BLACKS HARBOUR,NB,5H1R3
600296654,Certs Test 4,CP 92092 CSP PORTOBELLO,BROSSARD,QC,4W3K8
600296664,Certs Test 4,PO BOX 1009 STN MAIN,NIAGARA FALLS,ON,2E6V9
600296674,Certs Test 4,CP 26018 CSP DU BOISE,TROIS-RIVIERES,QC,8Y7M1
600296684,Certs Test 4,PO BOX 5552 RPO WEST BEAVER CRE,RICHMOND HILL,ON,4B4S3
600296694,Certs Test 4,PO BOX 379 STN MAIN,ST CATHARINES,ON,2R6T7
600296704,Certs Test 4,PO BOX 371 STN DOWNSVIEW A,NORTH YORK,ON,3M3A8
600296714,Certs Test 4,PO BOX 2109 STN MAIN,CALEDONIA,ON,3W2G6
600296724,Certs Test 4,CP 53546 CSP NORTHGATE,SAINT-LAURENT,QC,4L5J9
600296734,Certs Test 4,PO BOX 3227 STN MAIN,WAINWRIGHT,AB,9W1T2
600296744,Certs Test 4,PO BOX 352 STN MAIN,GLACE BAY,NS,1A5V4
600296754,Certs Test 4,PO BOX 41665 RPO HEART LAKE,BRAMPTON,ON,6Z4R1
600296764,Certs Test 4,PO BOX 13138 STN TERMINAL,VANCOUVER,BC,6B4W6
600296774,Certs Test 4,PO BOX 2171 STN B,ETOBICOKE,ON,9W5L6
600296784,Certs Test 4,PO BOX 15511 RPO RAVINE PARK PLA,SCARBOROUGH,ON,1C4Z7
600296794,Certs Test 4,PO BOX 7110 STN MAIN,BONNYVILLE,AB,9N2H4
600296804,Certs Test 4,PO BOX 2135 STN MAIN,TIMMINS,ON,4N7X8
600296814,Certs Test 4,PO BOX 98 STN MAIN,MOOSE JAW,SK,6H4N7
600296824,Certs Test 4,PO BOX 37066 RPO CENTERPOINT,NORTH YORK,ON,2M4J8
600296834,Certs Test 4,CP 60540 CSP STE-CATHERINE E,MONTREAL,QC,1V3T8
600296844,Certs Test 4,CP 2041 SUCC BUREAU-CHEF,SAINT-REDEMPTEUR,QC,6K1P2
600296854,Certs Test 4,PO BOX 98 STN ADELAIDE,TORONTO,ON,5C2H8
600296864,Certs Test 4,PO BOX 9760 STN PROV GOVT,VICTORIA,BC,8W9S4
600296874,Certs Test 4,PO BOX 27012 RPO OCEAN GROVE,CAMPBELL RIVER,BC,9H0B8
600296884,Certs Test 4,PO BOX 1055 STN MAIN,TIMMINS,ON,4N7H6
600296894,Certs Test 4,PO BOX 9156 STN MAIN,SYLVAN LAKE,AB,4S1S8
600296904,Certs Test 4,PO BOX 22024 RPO TAYLORS VARIETY,WALLACEBURG,ON,8A5G4
600296914,Certs Test 4,PO BOX 80326 STN SOUTH,BURNABY,BC,5H3X6
600296924,Certs Test 4,PO BOX 804 STN BRISTOL,FLORENCEVILLE-BRISTOL,NB,7L4T3
600296934,Certs Test 4,PO BOX 327 STN MAIN,HANMER,ON,3P1T2
600296944,Certs Test 4,PO BOX 6972 STN DON MILLS,NORTH YORK,ON,3C2T9
600296954,Certs Test 4,PO BOX 1959 STN MAIN,REGINA,SK,4P3E1
600296964,Certs Test 4,CP 65012 CSP CHARLEVOIX,MONTREAL,QC,3K0K4
600296974,Certs Test 4,PO BOX 33025 RPO COLWOOD CORNERS,VICTORIA,BC,9B6K3
600296984,Certs Test 4,PO BOX 9024 RPO BROOKS,BROOKS,AB,1R0W5
600296994,Certs Test 4,PO BOX 15022 STN BRM B,TORONTO,ON,7Y2Y2
600298009,Certs Test 4,7595 RUE SAINT-DOMINIQUE,MONTREAL,QC,2R1X4
600298019,Certs Test 4,1137 COXHEATH RD,SYDNEY,NS,1L1B2
600298029,Certs Test 4,10 RED ASH DR,MARKHAM,ON,3S4B6
600298039,Certs Test 4,586 RUE GERARD,BLAINVILLE,QC,7C2B2
600298049,Certs Test 4,8230 AV HENRI-JULIEN,MONTREAL,QC,2P2J2
600298059,Certs Test 4,217 HIGHVIEW DR,ST THOMAS,ON,5R5H6
600298069,Certs Test 4,112 MARGARET PL,BROCKVILLE,ON,6V6Y3
600298079,Certs Test 4,210 ALEXANDRA AVE,POINT EDWARD,ON,7V1C4
600298089,Certs Test 4,646 PINELAND RD NE,CALGARY,AB,1Y3C6
600298099,Certs Test 4,658 RUE SAINTE-LUCIE,SHERBROOKE,QC,1R0V3
600298109,Certs Test 4,7 ROYAL DOULTON DR,NORTH YORK,ON,3A1N3
600298119,Certs Test 4,142 MITTON ST S,SARNIA,ON,7T3C7
600298129,Certs Test 4,105 STORNWOOD CRT,BRAMPTON,ON,6W4H6
600298139,Certs Test 4,1941 SPRUCE HILL RD,PICKERING,ON,1V1S6
600298149,Certs Test 4,2631 BLOKKER RD,NANOOSE BAY,BC,9P9E8
600298159,Certs Test 4,2386 ROBMAR DR,OAKVILLE,ON,6H0B2
600298169,Certs Test 4,510 TRIPP SETTLEMENT RD,KESWICK RIDGE,NB,6L1W7
600298179,Certs Test 4,147 RUE FLEMING,DELSON,QC,5B1X5
600298189,Certs Test 4,1703 32 AVE,VERNON,BC,1T2J3
600298199,Certs Test 4,367 CH LEO-LEBLANC,GATINEAU,QC,8R3B3
600298209,Certs Test 4,578 ST. THOMAS LINE,PARADISE,NL,1L3T4
600298219,Certs Test 4,347 BEECHLAWN DR,WATERLOO,ON,2L5L8
600298229,Certs Test 4,4214 53 AVE,STONY PLAIN,AB,7Z1G5
600298239,Certs Test 4,277 FLEMING DR,LONDON,ON,5V4Y7
600298249,Certs Test 4,182 RUE LOUIS-J.-LAFORTUNE,BOUCHERVILLE,QC,4B6R5
600298259,Certs Test 4,50 THIRD ST,STURGEON FALLS,ON,2B3G3
600298269,Certs Test 4,26 HARLEW CRT,NEW HAMBURG,ON,3A2H6
600298279,Certs Test 4,4297 NICURITY DR,REGINA,SK,4X0C1
600298289,Certs Test 4,104 SQUIRREL CRES,CANMORE,AB,1W2R1
600298299,Certs Test 4,10192 RUE DES GELINOTTES,TROIS-RIVIERES,QC,9B0A4
600298309,Certs Test 4,57 13TH AVE E,WHITEHORSE,YT,1A4K6
600298319,Certs Test 4,4340 AV D'OXFORD,MONTREAL,QC,4A2Y6
600298329,Certs Test 4,135 RUE DE RAMEZAY,SOREL-TRACY,QC,3P3Z6
600298339,Certs Test 4,282 90E AV,LASALLE,QC,8R2Z6
600298349,Certs Test 4,2168 GOLDEN ORCHARD TRAIL,OAKVILLE,ON,6M3W7
600298359,Certs Test 4,2464 ROUTE 910,BERRYTON,NB,1J2H4
600298369,Certs Test 4,4225 6 AVE,EDSON,AB,7E1A7
600298379,Certs Test 4,352 1RE AV,LASALLE,QC,8P2E8
600298389,Certs Test 4,3819 CH DU VILLEGIATEUR,ALMA,QC,8B0E6
600298399,Certs Test 4,2989 KING GEORGE HWY,MIRAMICHI,NB,1V7B7
600298409,Certs Test 4,1214 FATIMA ST,CORNWALL,ON,6J4Z6
600298419,Certs Test 4,11940 90 AVE,DELTA,BC,4C3H6
600298429,Certs Test 4,11 GRAFTON DR,QUISPAMSIS,NB,2E5Z2
600298439,Certs Test 4,26 COLONIAL AVE,STEPHENVILLE,NL,2N1Y6
600298449,Certs Test 4,3 DOMINY DR,AJAX,ON,1T3H7
600298459,Certs Test 4,8923 RUE SAINT-URBAIN,MONTREAL,QC,2N1S6
600298469,Certs Test 4,35 WOODLAWN AVE,OTTAWA,ON,1S2S8
600298479,Certs Test 4,11 STILLWATER LANE,UPPER TANTALLON,NS,3Z1H6
600298489,Certs Test 4,30 TROTTIER DR,TILLSONBURG,ON,4G4P9
600298499,Certs Test 4,7 FERNDELL CIR,UNIONVILLE,ON,3R3Y7
600298509,Certs Test 4,15 RUE AUBUT,GASPE,QC,4X5H5
600298519,Certs Test 4,87 AV GAUDREAULT,DOLBEAU-MISTASSINI,QC,8L4C1
600298529,Certs Test 4,145 WILLOW ST,AMHERST,NS,4H3W6
600298539,Certs Test 4,25 DESAUTELS ST,STE ANNE,MB,5H1B9
600298549,Certs Test 4,152 JANSEN AVE,KITCHENER,ON,2A2L7
600298559,Certs Test 4,34 CH DE LA CEDRIERE,RIVIERE-DU-PORTAGE,NB,9H1V1
600298569,Certs Test 4,26 ACADEMY CRES,WATERLOO,ON,2L5H7
600298579,Certs Test 4,1048 TROY PL,QUALICUM BEACH,BC,9K2G5
600298589,Certs Test 4,5026 31 ST,SYLVAN LAKE,AB,4S1A8
600298599,Certs Test 4,49 MINGAY AVE,MARKHAM,ON,6E1E5
600298609,Certs Test 4,26 TOMLINSON CIR,MARKHAM,ON,3R9J9
600298619,Certs Test 4,14 TRILLIUM WAY,PARIS,ON,3L3M5
600298629,Certs Test 4,118 BROOKLAND ST,SYDNEY,NS,1P5B4
600298639,Certs Test 4,532 RUE SAINT-ALFRED,RIVIERE-DU-LOUP,QC,5R3M4
600298649,Certs Test 4,23 CROYDON RD,YORK,ON,6C1S6
600298659,Certs Test 4,2505 33 ST NW,EDMONTON,AB,6T1Y3
600298669,Certs Test 4,3975 WEST GRAHAM PL,LONDON,ON,6P1G4
600298679,Certs Test 4,331 NAGEL AVE,ORLEANS,ON,1E1R8
600298689,Certs Test 4,177 KESWICK RD,BASS RIVER,NB,4T1B4
600298699,Certs Test 4,51 HERBERT ST,BRANTFORD,ON,3R3Z9
600298709,Certs Test 4,272 POINTE-DU-CHENE RD,POINTE-DU-CHENE,NB,4P4V6
600298719,Certs Test 4,214 RUE LEO-CLEMENT,LACHUTE,QC,8H3S1
600298729,Certs Test 4,534 NIBLICK CLOSE,QUALICUM BEACH,BC,9K1E6
600298739,Certs Test 4,53 CHATTERSON ST,WHITBY,ON,1R0B3
600298749,Certs Test 4,15 KILREA WAY,BRAMPTON,ON,6X0P9
600298759,Certs Test 4,698 MORRISH RD,SCARBOROUGH,ON,1C1G3
600298769,Certs Test 4,1337 CEDARWOOD RD,LADYSMITH,BC,9G1R4
600298779,Certs Test 4,130 BOUL CHAMPLAIN,CANDIAC,QC,5R3S9
600298789,Certs Test 4,125 LOUISA ST,BADEN,ON,3A2T8
600298799,Certs Test 4,159 PRINCESS MARGARET BLVD,DARTMOUTH,NS,3B1A4
600298809,Certs Test 4,101 HEMLOCK ST,PETAWAWA,ON,8H3C3
600298819,Certs Test 4,100 GLADSTONE AVE,HAMILTON,ON,8M2H9
600298829,Certs Test 4,22 HENNICK CRT,BURTON,NB,2V4J1
600298839,Certs Test 4,169 SCOTCH LAKE RD,GEORGES RIVER,NS,1Y3V3
600298849,Certs Test 4,16112 136 ST NW,EDMONTON,AB,6V0C2
600298859,Certs Test 4,121 RUE DU PARC,VICTORIAVILLE,QC,6P3S3
600298869,Certs Test 4,4107 47 AVE,DRAYTON VALLEY,AB,7A1E8
600298879,Certs Test 4,55 MORGAN AVE,THORNHILL,ON,3T1R3
600298889,Certs Test 4,171 WESTERN GULLY RD,PORTUGAL COVE-ST PHILIPS,NL,1M2Y2
600298899,Certs Test 4,208 BEECH ST E,WHITBY,ON,1N3B2
600298909,Certs Test 4,64 HARVIE CRES,ESPANOLA,ON,5E1A6
600298919,Certs Test 4,17 DAVIS RD,AURORA,ON,4G2B4
600298929,Certs Test 4,860 RUE ARTHUR-TRAHAN,NICOLET,QC,3T1J3
600298939,Certs Test 4,15 POWER'S LANE,LOGY BAY,NL,1K3E9
600298949,Certs Test 4,1587 RUE LA VERENDRYE,TROIS-RIVIERES,QC,8Z2C8
600298959,Certs Test 4,17 LINSMARY CRT,MARKHAM,ON,6E1L2
600298969,Certs Test 4,180 MILLARD ST,STOUFFVILLE,ON,4A5E1
600298979,Certs Test 4,508 RUE SCOTT O,ALMA,QC,8B1R2
600298989,Certs Test 4,39 MILLBANK CRT,THORNHILL,ON,4J6C1
600299004,Certs Test 4,430 RUE DE NORMANDIE,CHICOUTIMI,QC,7H1J3
600299014,Certs Test 4,5779 RUE WAVERLY,MONTREAL,QC,2T2Y2
600299024,Certs Test 4,46 WALNUT LANE,QUISPAMSIS,NB,2G1X2
600299034,Certs Test 4,1562 RUE DU MOMMESSIN,SHERBROOKE,QC,1N0H9
600299044,Certs Test 4,45 CHRISTIAN ST,BADEN,ON,3A2M7
600299054,Certs Test 4,626 JAMES ST N,THUNDER BAY,ON,7C4T5
600299064,Certs Test 4,909 RUE ALBERT-FILLION,GATINEAU,QC,8L3R1
600299074,Certs Test 4,91 MILL ST,ORANGEVILLE,ON,9W2M9
600299084,Certs Test 4,3240 FOLKWAY DR,BURLINGTON,ON,7M3J6
600299094,Certs Test 4,8692 RUE TELLIER,MONTREAL,QC,1L3B1
600299104,Certs Test 4,51 NORTON AVE,NORTH YORK,ON,2N4A2
600299114,Certs Test 4,97 ST GEORGE ST,LONDON,ON,6A2Z6
600299124,Certs Test 4,207 ALBERT ST W,ALLISTON,ON,9R1B6
600299134,Certs Test 4,41 BIRCH ST,GRAND FALLS-WINDSOR,NL,2A2B5
600299144,Certs Test 4,3331 DOVERTHORN RD SE,CALGARY,AB,2B2H1
600299154,Certs Test 4,124 RUE SAINT-JOSEPH,LEVIS,QC,6V1C3
600299164,Certs Test 4,4179 WALTERS ST,MERRITT,BC,1K1L7
600299174,Certs Test 4,1243 RUE DE MINGAN,BAIE-COMEAU,QC,5C3S1
600299184,Certs Test 4,1557 RYMAL RD E,HAMILTON,ON,8W3N2
600299194,Certs Test 4,2406 KALUM ST,TERRACE,BC,8G2M3
600299204,Certs Test 4,14917 48 ST NW,EDMONTON,AB,5Y2Z3
600299214,Certs Test 4,81 SWEDE RD,LITTLE RIDGE,NB,3L5S2
600299224,Certs Test 4,14 CLEOPHAS DR,WINDSOR,ON,8N4K8
600299234,Certs Test 4,475 LYON ST N,OTTAWA,ON,1R5X4
600299244,Certs Test 4,2467 JOANNE DR,CAMPBELL RIVER,BC,9H1V7
600299254,Certs Test 4,4395 KERRY CRT,BURLINGTON,ON,7L1W5
600299264,Certs Test 4,923 RUE ETIENNE-BRULE,BOUCHERVILLE,QC,4B6V9
600299274,Certs Test 4,654 7 AVE,WAINWRIGHT,AB,9W1B5
600299284,Certs Test 4,250 DEMPSEY ST,RED DEER,AB,4R3E3
600299294,Certs Test 4,23 POUSHAY DR,SYDNEY,NS,1L1B4
600299304,Certs Test 4,26 GARRETT CRES,BARRIE,ON,4M4R8
600299314,Certs Test 4,199 CH SOUS-LES-ARBRES,MONT-TREMBLANT,QC,8E0B9
600299324,Certs Test 4,2327 WHITEHALL DR,THUNDER BAY,ON,7K1G5
600299334,Certs Test 4,264 HELENA AVE,STONEY CREEK,ON,8E5Y3
600299344,Certs Test 4,3718 BOUL NOTRE-DAME,LAVAL,QC,7V1R4
600299354,Certs Test 4,86 MARYDALE AVE,MARKHAM,ON,3S3A9
600299364,Certs Test 4,116 RUE IBERVILLE E,ROUYN-NORANDA,QC,9X3M8
600299374,Certs Test 4,88 COVINGTON PL,NEPEAN,ON,2G6B6
600299384,Certs Test 4,434 AV DE VENUS,SAINTE-MARIE,QC,6E1B9
600299394,Certs Test 4,241 MARTINDALE BLVD NE,CALGARY,AB,3J2X8
600299404,Certs Test 4,262 SAINT-AUBIN RD,DUNDEE,NB,8E2A2
600299414,Certs Test 4,915 RUE THIBAUDEAU,L'ILE-BIZARD,QC,9C2S9
600299424,Certs Test 4,3 LUMLEY AVE,EAST YORK,ON,4G2X3
600299434,Certs Test 4,7 WELLINGTON ST,PARIS,ON,3L1S3
600299444,Certs Test 4,41 CYGNUS DR,RICHMOND HILL,ON,4C8P1
600299454,Certs Test 4,504 COUNTY BLVD,THUNDER BAY,ON,7A7W3
600299464,Certs Test 4,247 RUE DE LA MILICE,LONGUEUIL,QC,4L4H7
600299474,Certs Test 4,871 WEST PENNANT RD,WEST PENNANT,NS,3V1M4
600299484,Certs Test 4,1687 LAILAH'S LOOP,QUALICUM BEACH,BC,9K2S3
600299494,Certs Test 4,147 SHAVER AVE N,ETOBICOKE,ON,9B4N9
600299504,Certs Test 4,86 WOODINGTON AVE,TORONTO,ON,4C3J8
600299514,Certs Test 4,1255 RANDBORO CRES,NAVAN,ON,4B1K7
600299524,Certs Test 4,13 RUE DE L'AVALANCHE,RIMOUSKI,QC,5N5B5
600299534,Certs Test 4,5432 RUE DRAKE,MONTREAL,QC,4E4E6
600299544,Certs Test 4,35 KENNY CLOSE,RED DEER,AB,4P4C3
600299554,Certs Test 4,4 PROMENADE PL,BEAUMONT,AB,4X1R1
600299564,Certs Test 4,46 THIRTY THIRD ST,ETOBICOKE,ON,8W3H1
600299574,Certs Test 4,11458 39 AVE NW,EDMONTON,AB,6J0M6
600299584,Certs Test 4,143 HARBOURSIDE DR,WHITBY,ON,1N0H2
600299594,Certs Test 4,15 NEWMARKET AVE,TORONTO,ON,4C1V8
600299604,Certs Test 4,332 RUE BROUSSEAU,BELOEIL,QC,3G1X8
600299614,Certs Test 4,28 RUE DU DOMAINE,LA MALBAIE,QC,5A0A5
600299624,Certs Test 4,139 LAURIER DR NW,EDMONTON,AB,5R5P9
600299634,Certs Test 4,685 6 AVE,WAINWRIGHT,AB,9W1B6
600299644,Certs Test 4,431 RUE DE LA MONTAGNE,MONTREAL,QC,3C2B4
600299654,Certs Test 4,2702 RUE DANDURAND,MONTREAL,QC,1Y1S9
600299664,Certs Test 4,228 BICKNELL CRES,KINGSTON,ON,7M4T6
